college_id,admission_id,gpa,sat,act,matric,university_id,hook_athlete,hook_first_gen,hook_legacy
40,236687,10.48,1570,,University of Michigan-Ann Arbor,170976,FALSE,FALSE,TRUE
41,20355,10.45,1270,,College of the Holy Cross,166124,FALSE,FALSE,FALSE
42,231300,10.44,,35,Bentley University,164739,FALSE,FALSE,TRUE
43,10496,10.42,1430,,Northeastern University,167358,FALSE,FALSE,FALSE
44,16596,10.39,1500,,Villanova University,216597,FALSE,FALSE,FALSE
45,20359,10.35,1530,,Skidmore College,195526,FALSE,FALSE,FALSE
46,13422,10.33,1510,,Northeastern University,167358,FALSE,FALSE,FALSE
47,13428,10.33,,35,Princeton University,186131,FALSE,FALSE,FALSE
48,15092,10.33,1520,33,,,,,
49,16651,10.33,1510,28,University of Southern California,123961,FALSE,FALSE,FALSE
50,10373,10.32,1480,33,Colby College,161086,FALSE,FALSE,FALSE
51,15090,10.32,1200,26,Stanford University,243744,TRUE,FALSE,FALSE
52,10797,10.31,1460,,Middlebury College,230959,FALSE,FALSE,FALSE
53,10432,10.3,,33,Tufts University,168148,FALSE,FALSE,FALSE
54,10699,10.3,1420,,Boston College,164924,TRUE,FALSE,FALSE
55,10422,10.28,1590,35,Syracuse University,196413,FALSE,TRUE,FALSE
56,15848,10.27,1470,26,Northeastern University,167358,FALSE,FALSE,FALSE
57,10366,10.26,1300,,Hamilton College,191515,TRUE,FALSE,FALSE
58,10225,10.25,1360,,Yale University,130794,FALSE,FALSE,FALSE
59,17414,10.25,1280,31,Purdue University-Main Campus,243780,FALSE,FALSE,FALSE
60,13442,10.23,1320,,Colorado College,126678,TRUE,FALSE,FALSE
61,17478,10.23,1440,,Yale University,130794,FALSE,FALSE,FALSE
62,10321,10.22,1350,32,Cornell University,190415,TRUE,FALSE,FALSE
63,17415,10.22,1400,,Villanova University,216597,TRUE,FALSE,FALSE
